surveyYear,JobTitle__,RoleMultichoice
2020,UX Strategist,None of these describes my role
2020,UX/UI Designer,Designer
2020,UXE,None of these describes my role
2020,Vice Director of Technological Development,Engineer
2020,Vice President for Strategic Research,"Leadership (Manager, Director, VP, etc.)"
2020,Visual Analyst,Analyst
2020,Visual and Information Designer,Designer
2020,Visual Communication Design Specialist,Designer
2020,Visual content designer,
2020,Visual Data Architect,Analyst
2020,Visual Data Journalist,Designer
2020,Visual design expert,Designer
2020,Visual Design Specialist II,Designer
2020,Visual Designer,
2020,Visual Editor,"Leadership (Manager, Director, VP, etc.)"
2020,Visual Editor,Journalist
2020,Visual Information Specialist,Developer
2020,Visual information specialist,Designer
2020,Visual journalist,Journalist
2020,visual projects editor,Journalist
2020,Visualization Consultant,Teacher
2020,Visualization Engineer,Engineer
2020,vocateur,Cartographer
2020,VP,"Leadership (Manager, Director, VP, etc.)"
2020,VP Analytics,"Leadership (Manager, Director, VP, etc.)"
2020,VP analytics,"Leadership (Manager, Director, VP, etc.)"
2020,VP Data Visualization,"Leadership (Manager, Director, VP, etc.)"
2020,VP of Business Intelligence,Analyst
2020,VP of Data Analytics,"Leadership (Manager, Director, VP, etc.)"
2020,VP Product,"Leadership (Manager, Director, VP, etc.)"
2020,"VP, Software Engineering","Leadership (Manager, Director, VP, etc.)"
2020,Web content administrator,Designer
2020,Web data visualisation engineer,Engineer
2020,Web developer,
2020,Web Developer,Developer
2020,Web Developer,Developer
2020,Web developer,Developer
2020,Web developer,Developer
2020,Web Developer and Student,Student
2020,Workplace Design Strategist,None of these describes my role
2020,Workplace Strategy and Space Analyst,Analyst
2020,"Writer, Social Media, and various other hats",
2020,,
2020,,
2020,,Designer
2020,,Journalist
2020,,
2020,,
2020,,
2020,,Teacher
2020,,
2020,,"Leadership (Manager, Director, VP, etc.)"
2020,,
2020,,Designer
2020,,
2020,,"Leadership (Manager, Director, VP, etc.)"
2020,,
2020,,
2020,,Journalist
2020,,
2020,,
2020,,
2020,,Journalist
2020,,
2020,,
2020,,
2020,,
2020,,"Leadership (Manager, Director, VP, etc.)"
2020,,
2020,,
2020,,
2020,,
2020,,
2020,,
2020,,
2020,,
2020,,
2020,,Analyst
2020,,None of these describes my role
2020,,
2020,,Teacher
2020,,
2020,,Student
2020,,
2020,,
2020,,None of these describes my role
2020,,
2020,,Designer
2020,,"Leadership (Manager, Director, VP, etc.)"
2020,,
2020,,Analyst
2020,,Designer
2020,,Designer
2020,,Analyst
2020,,
2020,,Designer
2020,,
2020,,Developer
2020,,Scientist
2020,,
2020,,
2020,,
2020,,Developer
2020,,
2020,,Analyst
2020,,None of these describes my role
2020,,Journalist
2020,,None of these describes my role
2020,,
2020,,
2020,,
2020,,
2020,,Analyst
2020,,Analyst
2020,,Academic/Teacher
2020,,
2020,,
2020,,Analyst
2020,,Designer
2020,,
2020,,
2020,,
2020,,
2020,,Designer
2020,,
2020,,Academic/Teacher
2020,,
2020,,Designer
2020,,Developer
2020,,Academic/Teacher
2020,,
2020,,Analyst
2020,,Developer
2020,,
2020,,
2020,,"Leadership (Manager, Director, VP, etc.)"
2020,,
2020,,Designer
2020,,
2020,,
2020,,
2020,,Academic/Teacher
2020,,Academic/Teacher
2020,,Academic/Teacher
2020,,
2020,,Designer
2020,,
2020,,
2020,,
2020,,Developer
2020,,
2020,,Analyst
2020,,
2020,,Academic/Teacher
2020,,"Leadership (Manager, Director, VP, etc.)"
2020,,
2020,,
2020,,
2020,,
2020,,Teacher
2020,,Developer
2020,,
2020,,
2020,,Developer
2020,,
2020,,
2020,,
2020,,
2020,,Analyst
2020,,Engineer
2020,,
2020,,Analyst
2020,,"Leadership (Manager, Director, VP, etc.)"
2020,,
2020,,
2020,,Designer
2020,,Academic/Teacher
2020,,Academic/Teacher
2020,,Analyst
2020,,
2020,,
2020,,Developer
2020,,
2020,,Journalist
2020,,Teacher
2020,,
2020,,
2020,,Analyst
2020,,
2020,,Analyst
2020,,Designer
2020,,
2020,,
2020,,
2020,,
2020,,
2020,,Student
2020,,
2020,,Analyst
2020,,
2020,,Journalist
2020,,
2020,,Analyst
2020,,
2020,,
2020,,
2020,,
2020,,
2020,,
2020,,
2020,,
2020,,Developer
2020,,
2020,,Analyst
2020,,
2020,,Student
2020,,
2020,,
2020,,
2020,,Designer
2019,(Depending on the employer) Consumer Insights Analyst / Knowledge Manager / Communication Specialist / Marketing Specialist,None of these describes my role
2019,"1) Adjunct lecturer 2) freelance consultant, main job in epidemiology",None of these describes my role
2019,Active Transportation Planner,None of these describes my role
2019,Actuary,Analyst
2019,actuary,"Leadership (Manager, Director, VP, etc.)"
2019,Adjunct Associate,Academic
2019,Administrator,Designer
2019,Advanced Public Health Intelligence Analyst,Analyst
2019,Advertising Analytics Analyst,Analyst
2019,Advisor,Designer
2019,Analista de Potencia,Engineer
2019,Analyst,Analyst
2019,Analyst,Analyst
2019,Analyst,Analyst
2019,Analyst,Analyst
2019,Analyst,Analyst
2019,Analyst,Analyst
2019,Analyst,Analyst
2019,Analyst - Process Excellence & Automation,Analyst
2019,Analyst II,Analyst
2019,Analytics and insights manager,Scientist
2019,Analytics Consultant,Analyst
2019,Analytics Consultant,Analyst
2019,Analytics Consultant,Analyst
2019,Analytics Consultant,Analyst
2019,Analytics Developer,Developer
2019,Analytics Engineer,Engineer
2019,Analytics Manager,Analyst
2019,Analytics manager,Analyst
2019,Analytics Manager,Analyst
2019,Analytics Manager,Analyst
2019,Analytics Manager,"Leadership (Manager, Director, VP, etc.)"
2019,Analytics Sr. Developer,Developer
2019,Analytics Support Specialist,Developer
2019,Application Consultant,Engineer
2019,Application Development Manager,Analyst
2019,Architect & Visual Communicator,Designer
2019,Art Director,Designer
2019,Art Director,"Leadership (Manager, Director, VP, etc.)"
2019,Artificial Intelligence Engineer,Developer
2019,Artist,Designer
2019,Assessment & Data Visualization Analyst,Analyst
2019,Assist. Prof.,Scientist
2019,assistant director,"Leadership (Manager, Director, VP, etc.)"
2019,"Assistant Director, Data Analytics","Leadership (Manager, Director, VP, etc.)"
2019,"Assistant Director, Institutional Research and Planning","Leadership (Manager, Director, VP, etc.)"
2019,Assistant editor,None of these describes my role
2019,Assistant Editor / Lead Developer,Engineer
2019,Assistant Professor,Academic
2019,Assistant Professor,Academic
2019,Assistant professor,Academic
2019,Assistant professor,Academic
2019,Assistant Professor,Academic
2019,Assistant Professor,Academic
2019,Assistant Professor,Academic
2019,Assistant Professor,Academic
2019,Assistant Professor,Academic
2019,Assistant professor,Academic
2019,Assistant professor,Academic
2019,Assistant Researcher and PhD student,Scientist
2019,Assoc. Director Data Strategu,"Leadership (Manager, Director, VP, etc.)"
2019,Associate Analyst,Analyst
2019,Associate Data Analyst,Analyst
2019,Associate Dean and Professor,Academic
2019,Associate Director,Academic
2019,Associate Director - Shopper Analytics,"Leadership (Manager, Director, VP, etc.)"
2019,Associate Director & Actuary,"Leadership (Manager, Director, VP, etc.)"
2019,Associate Director & Data Analyst,Analyst
2019,"Associate Director, Assessment",Academic
2019,"Associate Director, Data Management","Leadership (Manager, Director, VP, etc.)"
2019,Associate Information Designer,Designer
2019,Associate Professor,Academic
2019,Associate Professor,Academic
2019,Associate Professor,Academic
2019,Associate Professor,Academic
2019,Associate Professor in Business,Academic
2019,Associate Professor in Business,Academic
2019,associate professor in digital culture,Academic
2019,Associate Professor of Psychology,Academic
2019,Associate Program Manager - Data visualization,"Leadership (Manager, Director, VP, etc.)"
2019,Associate Strategy Director,"Leadership (Manager, Director, VP, etc.)"
2019,"Associate, Office of Evaluation",None of these describes my role
2019,Auditor,Analyst
2019,Automation Engineer,Engineer
2019,AVP Analytics,"Leadership (Manager, Director, VP, etc.)"
2019,bi,Analyst
2019,BI Analyst,Analyst
2019,BI Analyst,Analyst
2019,BI and Product Analyst,Designer
2019,BI Consultant,Analyst
2019,BI Consultant,Analyst
2019,BI Consultant,Developer
2019,BI Delivery Head,"Leadership (Manager, Director, VP, etc.)"
2019,BI Developer,Developer
2019,BI Developer,Developer
2019,BI Developer / Programmer,Developer
2019,BI Director,"Leadership (Manager, Director, VP, etc.)"
2019,BI SPECIALIST,Analyst
2019,BI Specialist,Developer
2019,Bioinformatician,Scientist
2019,Bioinformatician,Student
2019,Bioinformatics Programmer,Engineer
2019,Biologist in Public Health,Analyst
2019,Biostatistician,Analyst
2019,Biostatistician,Analyst
2019,Biostatistician,Scientist
2019,Board Member,"Leadership (Manager, Director, VP, etc.)"
2019,Bookkeeping Contractor,None of these describes my role
2019,Business Analyst,Analyst
2019,Business Analyst,Analyst
2019,Business Analyst,Analyst
2019,Business Analyst,Analyst
2019,Business Analyst,Analyst
2019,Business Analyst,Analyst
2019,Business Analyst,Analyst
2019,Business Analyst,Analyst
2019,Business Analyst,Analyst
2019,Business Analyst,Analyst
2019,Business Analytics Manager,"Leadership (Manager, Director, VP, etc.)"
2019,Business Analytics Manager,"Leadership (Manager, Director, VP, etc.)"
2019,Business Data Analyst,Analyst
2019,Business Intelligence,Engineer
2019,Business Intelligence Analyst,Analyst
2019,Business Intelligence Analyst,Analyst
2019,Business Intelligence Analyst,Analyst
2019,Business Intelligence Analyst,Analyst
2019,Business Intelligence Analyst,Analyst
2019,Business Intelligence Analyst,None of these describes my role
2019,Business Intelligence Consultant,Analyst
2019,Business Intelligence Consultant,Analyst
2019,Business intelligence consultant,Developer
2019,Business Intelligence Consultant,Engineer
2019,Business Intelligence Developer,Developer
2019,Business Intelligence Developer,Developer
2019,Business Intelligence Developer,Developer
2019,Business Intelligence Engineer,Engineer
2019,Business Intelligence Manager,"Leadership (Manager, Director, VP, etc.)"
2019,Business Intelligence Specialist,Analyst
2019,Business Intelligence Specialist,Analyst
2019,Business Intelligence Specialist,Analyst
2019,Business Intelligence Specialist,Developer
2019,Business Intelligence Tech Lead,Analyst
2019,Business Intelligence Technical Lead,Designer
2019,Business Manager,"Leadership (Manager, Director, VP, etc.)"
2019,Business Operations PM,Analyst
2019,Business Systems Analyst,Analyst
2019,Campaign analyst,Analyst
2019,Campaigns and Policy Coordinator,Analyst
2019,Capacity and Modelling Manager,Analyst
2019,Cartographic Design Consultant,Designer
2019,CEO,Analyst
2019,CEO,Developer
2019,CEO,"Leadership (Manager, Director, VP, etc.)"
2019,CEO,"Leadership (Manager, Director, VP, etc.)"
2019,CEO,"Leadership (Manager, Director, VP, etc.)"
2019,CEO,"Leadership (Manager, Director, VP, etc.)"
2019,CEO,"Leadership (Manager, Director, VP, etc.)"
2019,ceo,Scientist
2019,CEO & FOUNDER,"Leadership (Manager, Director, VP, etc.)"
2019,Chief Analyst,"Leadership (Manager, Director, VP, etc.)"
2019,Chief Application Architect,"Leadership (Manager, Director, VP, etc.)"
2019,Chief Data Ninja,None of these describes my role
2019,Chief Data Officer,Analyst
2019,Chief Data Scientist,"Leadership (Manager, Director, VP, etc.)"
2019,Chief Data Scientist,"Leadership (Manager, Director, VP, etc.)"
2019,Chief Design Officer,"Leadership (Manager, Director, VP, etc.)"
2019,Chief Operating Officer,"Leadership (Manager, Director, VP, etc.)"
2019,Chief Scientific Officer,"Leadership (Manager, Director, VP, etc.)"
2019,"Chief, Data Science Branch, USGS Water","Leadership (Manager, Director, VP, etc.)"
2019,Clinical Data Analyst,Analyst
2019,Co-Founder - Head of Engineering,"Leadership (Manager, Director, VP, etc.)"
2019,"Co-founder, analyst",Analyst
2019,Cognitive Systems Engineer,Engineer
2019,Collection assessment analyst,Analyst
2019,Comercial Manager,"Leadership (Manager, Director, VP, etc.)"
2019,communication & infographic designer,Designer
2019,Communication consultant,Designer
2019,communication designer,None of these describes my role
2019,Communications Designer,Student
2019,Community Information Manager,"Leadership (Manager, Director, VP, etc.)"
2019,computational biologist,Scientist
2019,computational hydrologist,Scientist
2019,Computational Immunologis,Scientist
2019,Computational Scientist,Engineer
2019,Conservation Analyst,Analyst
2019,Consultant,Analyst
2019,Consultant,Analyst
2019,Consultant,Analyst
2019,Consultant,Analyst
2019,Consultant,Analyst
2019,Consultant,Analyst
2019,Consultant,Analyst
2019,consultant,Analyst
2019,Consultant,Analyst
2019,Consultant,Designer
2019,Consultant,Developer
2019,Consultant,Developer
2019,Consultant,Developer
2019,Consultant,Engineer
2019,Consultant,"Leadership (Manager, Director, VP, etc.)"
2019,Consultant,None of these describes my role
2019,Consultant,None of these describes my role
2019,Consultant (data science),Developer
2019,Consultant Plastic Surgeon,Scientist
2019,Content editor,Designer
2019,Content Marketing Data Writer,None of these describes my role
2019,COO,"Leadership (Manager, Director, VP, etc.)"
2019,Coordinator of analyst group,Analyst
2019,Creative Coder,Engineer
2019,Creative Data Analyst,Analyst
2019,Creative Designer,Designer
2019,creative director,Designer
2019,Creative Director,Designer
2019,Creative Director,Designer
2019,creative director,Designer
2019,Creative Director,"Leadership (Manager, Director, VP, etc.)"
2019,"Creative Director, Analytics","Leadership (Manager, Director, VP, etc.)"
2019,CTO,"Leadership (Manager, Director, VP, etc.)"
2019,CTO,Scientist
2019,Customer experience analyst,Analyst
2019,Customer Insight Analyst,Analyst
2019,CXO,Developer
2019,D&A Manager,Analyst
2019,D3 Developer/Designer,Engineer
2019,Dashboard designer,Analyst
2019,Data & Analytics - Adoption & Engagement,"Leadership (Manager, Director, VP, etc.)"
2019,Data & Impact Editor,None of these describes my role
2019,Data & Visualization Lead,Analyst
2019,Data Analyst,Academic
2019,Data Analyst,Analyst
2019,Data analyst,Analyst
2019,Data Analyst,Analyst
2019,Data Analyst,Analyst
2019,Data analyst,Analyst
2019,Data Analyst,Analyst
2019,Data Analyst,Analyst
2019,Data Analyst,Analyst
2019,Data Analyst,Analyst
2019,Data Analyst,Analyst
2019,Data Analyst,Analyst
2019,Data Analyst,Analyst
2019,Data Analyst,Analyst
2019,Data Analyst,Analyst
2019,data analyst,Analyst
2019,Data Analyst,Analyst
2019,Data Analyst,Analyst
2019,Data Analyst,Analyst
2019,Data Analyst,Analyst
2019,Data Analyst,Analyst
2019,Data Analyst,Analyst
2019,Data Analyst,Analyst
2019,Data Analyst,Analyst
2019,Data Analyst,Analyst
2019,Data Analyst,Analyst
2019,Data Analyst,Analyst
2019,Data analyst,Analyst
2019,Data Analyst,Analyst
2019,Data Analyst,Analyst
2019,Data Analyst,Analyst
2019,Data Analyst,Analyst
2019,Data Analyst,Analyst
2019,Data Analyst,Analyst
2019,Data Analyst,Analyst
2019,Data Analyst,Analyst
2019,Data Analyst,Analyst
2019,Data Analyst,Analyst
2019,data analyst,Analyst
2019,Data analyst,Developer
2019,Data Analyst,Student
2019,Data Analytics,Engineer
2019,Data Analytics Advisor,Engineer
2019,Data Analytics Analyst,Analyst
2019,Data Analytics and Insights Manager,"Leadership (Manager, Director, VP, etc.)"
2019,Data Analytics and Reporting,Analyst
2019,Data Analytics and Visualization Specialist,Academic
2019,Data analytics consultant,Analyst
2019,Data Analytics Consultant,Developer
2019,Data Analytics Lead,Analyst
2019,Data Analytics Manager,Analyst
2019,Data Analytics Manager,Analyst
2019,Data and Analytics Consultant,Developer
2019,Data and Assessment Coordinator,Analyst
2019,Data and GIS analyst,Analyst
2019,Data and Graphics Reporter,None of these describes my role
2019,Data and Policy Analyst,Analyst
2019,Data and Research Analyst,Analyst
2019,Data Architect,Developer
2019,Data Architect,Engineer
2019,Data cientista,Scientist
2019,Data Design Specialist,Designer
2019,Data designer,Designer
2019,Data Editor,Analyst
2019,Data Editor,None of these describes my role
2019,Data Editor/Professor,Academic
2019,Data Engagement Specialist,None of these describes my role
2019,Data engeneer,Analyst
2019,Data Engineer,Analyst
2019,Data engineer,Engineer
2019,Data engineer,Engineer
2019,Data engineer,Engineer
2019,Data Engineer,Engineer
2019,"Data Engineer, Analytics",Engineer
2019,Data Explorer,Analyst
2019,Data Integration Engineer,Engineer
2019,Data Integration Speicalist,Analyst
2019,Data journalism lecturer,Academic
2019,Data Journalism Trainer,"Leadership (Manager, Director, VP, etc.)"
2019,Data Journalism Trainer,None of these describes my role
2019,Data journalist,Analyst
2019,Data Journalist,Analyst
2019,Data Journalist,Analyst
2019,Data Journalist,Analyst
2019,Data Journalist,Analyst
2019,Data journalist,Analyst
2019,data journalist,Designer
2019,Data Journalist,Developer
2019,Data journalist,None of these describes my role
2019,Data Journalist,None of these describes my role
2019,Data Journalist and Fact-Checker,Designer
2019,data management assistant,Analyst
2019,Data Manager,Analyst
2019,Data Manager,"Leadership (Manager, Director, VP, etc.)"
2019,Data Mining Engineer,Scientist
2019,Data Platform Manager,"Leadership (Manager, Director, VP, etc.)"
2019,Data Platforms Engineer,Engineer
2019,Data Products Developer,Developer
2019,Data Program Manager,"Leadership (Manager, Director, VP, etc.)"
2019,Data Science Consultant,Analyst
2019,Data Science Intern,Scientist
2019,Data Science Trainer / Predictive Analytics Specialist,Developer
2019,Data Scientist,Analyst
2019,Data scientist,Analyst
2019,Data Scientist,Analyst
2019,Data Scientist,Analyst
2019,Data Scientist,Analyst
2019,Data Scientist,Analyst
2019,Data Scientist,Analyst
2019,Data Scientist,Analyst
2019,Data Scientist,Analyst
2019,Data Scientist,Analyst
2019,data scientist,Analyst
2019,Data Scientist,Analyst
2019,Data Scientist,Analyst
2019,Data Scientist,Analyst
2019,Data Scientist,Designer
2019,Data Scientist,Designer
2019,data scientist,Developer
2019,Data scientist,Developer
2019,data scientist,Developer
2019,Data Scientist,Engineer
2019,DATA SCIENTIST,Engineer
2019,data scientist,Engineer
2019,data scientist,Engineer
2019,Data Scientist,Engineer
2019,Data Scientist,"Leadership (Manager, Director, VP, etc.)"
2019,Data Scientist,"Leadership (Manager, Director, VP, etc.)"
2019,Data Scientist,"Leadership (Manager, Director, VP, etc.)"
2019,Data Scientist,None of these describes my role
2019,Data Scientist,Scientist
2019,Data Scientist,Scientist
2019,Data Scientist,Scientist
2019,Data scientist,Scientist
2019,Data Scientist,Scientist
2019,Data scientist,Scientist
2019,Data scientist,Scientist
2019,data scientist,Scientist
2019,Data Scientist,Scientist
2019,Data Scientist,Scientist
2019,Data Scientist,Scientist
2019,Data Scientist,Scientist
2019,Data scientist,Scientist
2019,Data Scientist,Scientist
2019,Data Scientist,Scientist
2019,Data Scientist,Scientist
2019,data scientist,Scientist
2019,Data scientist,Scientist
2019,Data Scientist,Scientist
2019,Data Scientist,Scientist
2019,Data Scientist,Scientist
2019,Data scientist,Scientist
2019,Data Scientist,Scientist
2019,Data Scientist,Scientist
2019,Data Scientist,Scientist
2019,Data Scientist,Scientist
2019,Data Scientist Intern,Student
2019,Data Scientist/Tableau Designer,Designer
2019,Data Solutions Analyst,Analyst
2019,"Data Specialist, Manager",Analyst
2019,Data storyteller,Analyst
2019,Data storyteller,Analyst
2019,Data Storyteller,Designer
2019,Data Storyteller,None of these describes my role
2019,Data storytelling consultant/trainer,Analyst
2019,Data Visualisation Analyst,Analyst
2019,Data Visualisation Assistant,Analyst
2019,Data Visualisation Consultant,Analyst
2019,Data Visualisation Consultant,Analyst
2019,Data Visualisation Consultant,Developer
2019,Data visualisation consultant,None of these describes my role
2019,Data visualisation consultant,Scientist
2019,Data Visualisation Designer,Developer
2019,Data Visualisation Developer,Designer
2019,Data visualisation engineer,Developer
2019,Data Visualisation Evangelist,None of these describes my role
2019,Data Visualisation Lead,Developer
2019,Data Visualisation Lead,Developer
2019,Data Visualisation Manager,"Leadership (Manager, Director, VP, etc.)"
2019,Data Visualiser,Analyst
2019,Data Visualization,Analyst
2019,Data Visualization Analyst,Analyst
2019,Data visualization analyst,Analyst
2019,Data Visualization Analyst,Analyst
2019,Data visualization analyst,Analyst
2019,Data visualization analyst,Developer
2019,Data visualization and interactive designer,Developer
2019,Data Visualization and UI/UX Designer,Designer
2019,Data Visualization Artist in Residence,Analyst
2019,Data Visualization Associate,Designer
2019,Data Visualization Capability Lead,"Leadership (Manager, Director, VP, etc.)"
2019,Data Visualization Consultant,Designer
2019,Data Visualization Designer,Designer
2019,Data Visualization Designer,Designer
2019,Data Visualization Designer,Designer
2019,Data Visualization Designer,Designer
2019,data visualization designer,Designer
2019,Data Visualization Designer,Designer
2019,Data Visualization Designer,Designer
2019,Data Visualization Designer,None of these describes my role
2019,Data visualization developer,Designer
2019,Data visualization developer,Developer
2019,Data visualization developer,Developer
2019,Data Visualization Developer,Developer
2019,data visualization developper,Developer
2019,Data visualization editor,Designer
2019,Data Visualization Engineer,Developer
2019,Data Visualization Engineer,Engineer
2019,Data Visualization Engineer,Engineer
2019,Data Visualization Engineer,Engineer
2019,data visualization engineer,Engineer
2019,Data Visualization Engineer,Engineer
2019,Data Visualization Engineer,Engineer
2019,Data Visualization Engineer,None of these describes my role
2019,Data visualization expert,Designer
2019,Data visualization freelancer,Analyst
2019,Data visualization freelancer,Designer
2019,data visualization freelancer,Designer
2019,Data Visualization Intern,Engineer
2019,Data visualization journalist,Designer
2019,Data Visualization Lead Developer,Developer
2019,Data Visualization Researcher,Scientist
2019,Data Visualization Software Developer,Developer
2019,Data Visualization Specialist,Academic
2019,Data Visualization Specialist,Analyst
2019,Data Visualization Specialist,Analyst
2019,Data Visualization Specialist,Analyst
2019,Data visualization specialist,Developer
2019,Data Visualization Specialist,None of these describes my role
2019,Data Visualization Specialist,None of these describes my role
2019,Data visualization specialist,Scientist
2019,Data Visualization Specialist,Student
2019,Data Visualization Specialist/Designer,Designer
2019,Data Visualizer,Analyst
2019,Data visualizer,None of these describes my role
2019,Data Visualiztion Engineer,Engineer
2019,Data Visualuzation Consultant,Analyst
2019,Data Viualization Expert,Developer
2019,Database Administrator & Reporting Analyst,Analyst
2019,Database Adminstrator,Analyst
2019,Database analyst,Analyst
2019,Database Analyst,Analyst
2019,Database Analyst,Scientist
2019,database editor,"Leadership (Manager, Director, VP, etc.)"
2019,Datajournalist,None of these describes my role
2019,Dataviz designer,Designer
2019,Datraviz Developer,Developer
2019,"Dean, Institutional Effectiveness & Research","Leadership (Manager, Director, VP, etc.)"
2019,Decision Support Analyst,Analyst
2019,Depends on the job I'm doing.,None of these describes my role
2019,"Deputy Chief of Party, Operations","Leadership (Manager, Director, VP, etc.)"
2019,deputy head of department,"Leadership (Manager, Director, VP, etc.)"
2019,Design Lead,Designer
2019,Designer,Designer
2019,Designer,Designer
2019,designer,Designer
2019,Designer,Designer
2019,Designer,Designer
2019,Designer,Designer
2019,Designer and researcher,Designer
2019,Developer,Developer
2019,Developer,Developer
2019,Developer,Developer
2019,Developer,Developer
2019,developer,Developer
2019,Developer,Developer
2019,Developer,Developer
2019,developer,Developer
2019,Developer,Developer
2019,Developer,Developer
2019,Digital Analyst,Analyst
2019,Digital Analyst,Analyst
2019,Digital Analytics Manager,Analyst
2019,Digital Construction Consultant,None of these describes my role
2019,Digital Humanities User Interface Developer,Developer
2019,Digital Product Designer,Designer
2019,digital services developer,Developer
2019,Digital Strategist,Analyst
2019,Digital Transformation Analyst,Analyst
2019,Director,Developer
2019,Director,"Leadership (Manager, Director, VP, etc.)"
2019,Director for Research and Planning,"Leadership (Manager, Director, VP, etc.)"
2019,Director of a Digital Humanities lab,Academic
2019,Director of Analytics,"Leadership (Manager, Director, VP, etc.)"
2019,Director of client analytics & innovation,"Leadership (Manager, Director, VP, etc.)"
2019,Director of Communications,None of these describes my role
2019,Director of Data Science,"Leadership (Manager, Director, VP, etc.)"
2019,Director of Design,"Leadership (Manager, Director, VP, etc.)"
2019,Director of Engineering and Services,"Leadership (Manager, Director, VP, etc.)"
2019,Director of Experience Design,Designer
2019,Director of Human Development,"Leadership (Manager, Director, VP, etc.)"
2019,Director of Innovation,"Leadership (Manager, Director, VP, etc.)"
2019,Director of Institutional Research,"Leadership (Manager, Director, VP, etc.)"
2019,Director of Ministry Analytics & Decision Support,Analyst
2019,Director of Multimedia,Designer
2019,Director of People Analytics,Analyst
2019,Director of Population Health,Analyst
2019,Director of Research,"Leadership (Manager, Director, VP, etc.)"
2019,Director of Technology,Developer
2019,"Director, Analytics",Analyst
2019,"Director, Analytics & Insights","Leadership (Manager, Director, VP, etc.)"
2019,"Director, Human Capital Analytics","Leadership (Manager, Director, VP, etc.)"
2019,"Director, R & D","Leadership (Manager, Director, VP, etc.)"
2019,"Director, R&D","Leadership (Manager, Director, VP, etc.)"
2019,Discovery and Access Coordinator,Analyst
2019,Doctoral Graduate Student,Student
2019,Doctoral Student,Academic
2019,Document Control Specialist,None of these describes my role
2019,Earth Scientist,Scientist
2019,Ecologist,Scientist
2019,Economic Data Analyst,Analyst
2019,Economist,Analyst
2019,Editorial Designer,Designer
2019,Editorial Director,"Leadership (Manager, Director, VP, etc.)"
2019,educational advisor/consultant,Analyst
2019,Educational technology consultant,Analyst
2019,Electronic & Data Services Librarian,Analyst
2019,Engineer,Engineer
2019,Engineering Analysts,Analyst
2019,Enrollment Management Assistant,Student
2019,Enrollment Management BI Analyst,Analyst
2019,Enterprise advisor Data Visualization & BI,None of these describes my role
2019,Enterprise Architect,Analyst
2019,Environmental Engineer,Scientist
2019,epidemiologist,Analyst
2019,Epidemiologist,Analyst
2019,Evaluation and Data Management Analyst,Analyst
2019,Evaluation Fellow,Analyst
2019,Evaluation Manager,"Leadership (Manager, Director, VP, etc.)"
2019,Evaluation manager,"Leadership (Manager, Director, VP, etc.)"
2019,Evaluation Researcher,Scientist
2019,Evaluator,Analyst
2019,Evaluator,Analyst
2019,Executive Director,"Leadership (Manager, Director, VP, etc.)"
2019,Executive Director,"Leadership (Manager, Director, VP, etc.)"
2019,Executive Office & Administrative Specialist,None of these describes my role
2019,Experience design lead for AI and Automation,"Leadership (Manager, Director, VP, etc.)"
2019,Facilities Program Administrator,Engineer
2019,Faculty,Academic
2019,"Faculty Director, Data Visualization",Academic
2019,Finance Manager,"Leadership (Manager, Director, VP, etc.)"
2019,Financial Analyst,Analyst
2019,Financial Analyst,Analyst
2019,Financial Analyst,Analyst
2019,Financial Data Analyst,Analyst
2019,Financial data analyst,Scientist
2019,Founder,"Leadership (Manager, Director, VP, etc.)"
2019,Founder,"Leadership (Manager, Director, VP, etc.)"
2019,Founder,"Leadership (Manager, Director, VP, etc.)"
2019,Founder,"Leadership (Manager, Director, VP, etc.)"
2019,Founder,None of these describes my role
2019,Freelance Dataviz Designer,Designer
2019,freelance information design and motion graphics,Designer
2019,Freelance Information Designer,Developer
2019,Front End Developer,Developer
2019,front end developer,Developer
2019,Front End Engineer,Engineer
2019,front end software developer,Developer
2019,front-end and data visualisation specialist,Developer
2019,Front-end developer,Developer
2019,front-end team lead,Engineer
2019,Frontend Developer,Developer
2019,Frontend Software Engineer,Developer
2019,Frontend Software Engineer,Developer
2019,Full Stack Software Engineer,Developer
2019,Geospatial Associate,Analyst
2019,GIS Analyst,Analyst
2019,GIS Analyst,Analyst
2019,GIS and Data Visualization Librarian,Academic
2019,GIS Consultant,Analyst
2019,GIS Lab Manager,Academic
2019,GIS manager,Scientist
2019,GIS specialist,Designer
2019,GIS Technologist,Analyst
2019,Global Carrier Manager,Analyst
2019,Graduate Research Assistant,Student
2019,Graduate research assistant,Student
2019,Graduate Student,Academic
2019,graduate student,Academic
2019,graduate student,Scientist
2019,Graduate Student,Student
2019,Graduate Student,Student
2019,Graduate Student,Student
2019,graduate student,Student
2019,Graduate Student,Student
2019,Graduate Student,Student
2019,Graduate Student in Chemistry,Academic
2019,Graduate Student Researcher,Scientist
2019,Graphic Design,Designer
2019,Graphic Designer,Designer
2019,Graphic Designer,Designer
2019,Graphic Designer,Designer
2019,Graphic Designer,Designer
2019,Graphic Designer,Designer
2019,graphic designer,Designer
2019,Graphic Designer,Designer
2019,graphic designer,Student
2019,Graphic designer / researcher,Academic
2019,Graphics Editor,Analyst
2019,Graphics Editor,Designer
2019,Graphics reporter,None of these describes my role
2019,Growth Marketing Analyst,Analyst
2019,Head of Assessments,Scientist
2019,Head of Content,"Leadership (Manager, Director, VP, etc.)"
